id,label,DE,PY,SO,TC
131,"Modeling Supply-Side Dynamics of IT Components, Products, and Infrastructure: An Empirical Analysis Using Vector Autoregression",information systems and technology trends; supply-side forces; technological change; technology ecosystems; technology forecasting; time series analysis; vector autoregression,2012,INFORMATION SYSTEMS RESEARCH,9
132,Performance Implications of CRM Technology Use: A Multilevel Field Study of Business Customers and Their Providers in the Telecommunications Industry,customer relationship management; CRM; CRM technology; relationship investment; relationship marketing and management; multilevel modeling,2012,INFORMATION SYSTEMS RESEARCH,5
133,Reputation and Uncertainty in Online Markets: An Experimental Study,reputation systems; online markets; experimental economics,2012,INFORMATION SYSTEMS RESEARCH,11
134,Managing Data Quality Risk in Accounting Information Systems,data quality; risk; audit; control; accounting information systems; constrained Markov decision processes,2012,INFORMATION SYSTEMS RESEARCH,6
135,Expectation Confirmation in Technology Use,technology acceptance; TAM; cognitive dissonance theory; polynomial modeling; response surface analysis,2012,INFORMATION SYSTEMS RESEARCH,24
136,Optimal Software Free Trial Strategy: The Impact of Network Externalities and Consumer Uncertainty,software free trial; time-locked free trial; demo software; experience goods; network effect; product trial; product sampling,2012,INFORMATION SYSTEMS RESEARCH,11
137,SOA Performance Enhancement Through XML Fragment Caching,caching; XML; SOA; service-oriented architecture,2012,INFORMATION SYSTEMS RESEARCH,1
138,Lock-In Strategy in Software Competition: Open-Source Software vs. Proprietary Software,software; competition; lock-in; open-source software; proprietary software; game theory; switching cost,2012,INFORMATION SYSTEMS RESEARCH,2
139,Trust Is in the Eye of the Beholder: A Vignette Study of Postevent Behavioral Controls' Effects on Individual Trust in Virtual Teams,virtual teams; trust; controls; disposition to trust,2012,INFORMATION SYSTEMS RESEARCH,5
140,Generating Shareable Statistical Databases for Business Value: Multiple Imputation with Multimodal Perturbation,Bayesian bootstrap; business value of information technology; confidentiality; data masking; data safety; data security; decision support systems; disclosure risk; Monte Carlo simulation; multimodal perturbation; multiple imputation; privacy,2012,INFORMATION SYSTEMS RESEARCH,2
141,Online Price Dispersion: A Game-Theoretic Perspective and Empirical Evidence,online price dispersion; vertical differentiation; e-service; service quality; brand recognition; competitive strategy,2012,INFORMATION SYSTEMS RESEARCH,3
142,OPEN KNOWLEDGE CREATION: BRINGING TRANSPARENCY AND INCLUSIVENESS TO THE PEER REVIEW PROCESS,Peer review; communicating research; Google knol and group services,2012,MIS QUARTERLY,2
143,STYLE COMPOSITION IN ACTION RESEARCH PUBLICATION,Action research; research methodology; style composition; journal publication,2012,MIS QUARTERLY,8
144,CAN ONLINE WAIT BE MANAGED? THE EFFECTS OF FILLER INTERFACES AND PRESENTATION MODES ON PERCEIVED WAITING TIME ONLINE,Filler interface; interface design; online wait management; perceived waiting time; cognitive absorption; motion effect; competition for attention; visual search; resource allocation,2012,MIS QUARTERLY,11
145,ON PRODUCT UNCERTAINTY IN ONLINE MARKETS: THEORY AND EVIDENCE,Product uncertainty; information signals; price premiums; online auction markets; eBay Motors,2012,MIS QUARTERLY,36
146,"THE CAREER PATHS LESS (OR MORE) TRAVELED: A SEQUENCE ANALYSIS OF IT CAREER HISTORIES, MOBILITY PATTERNS, AND CAREER SUCCESS",Management of IT human resources; longitudinal; careers; sequence analysis; IT profession boundaryless; mobility,2012,MIS QUARTERLY,12
147,UNDERSTANDING USER REVISIONS WHEN USING INFORMATION SYSTEM FEATURES: ADAPTIVE SYSTEM USE AND TRIGGERS,Post-adoptive system use; adaptive system use; triggers; features in use; formative factor; personal innovativeness in IT; facilitating conditions,2012,MIS QUARTERLY,20
148,A COST-BASED DATABASE REQUEST DISTRIBUTION TECHNIQUE FOR ONLINE E-COMMERCE APPLICATIONS,Database clusters; request distribution; task allocation; design research,2012,MIS QUARTERLY,2
149,EFFICIENCY OR INNOVATION: HOW DO INDUSTRY ENVIRONMENTS MODERATE THE EFFECTS OF FIRMS' IT ASSET PORTFOLIOS?,Efficiency; innovation; exploitation; exploration; IT asset portfolio; IT value; competitive environment; dynamism; munificence; complexity,2012,MIS QUARTERLY,27
150,TOWARD A NEW THEORY OF THE CONTRIBUTION OF THE IT FUNCTION IN ORGANIZATIONS,IT function; IT management profile; IT contribution; CIO; theory building; typological theory; field study,2012,MIS QUARTERLY,13
151,THE ASYMMETRIC BENEFITS OF RELATIONAL FLEXIBILITY: EVIDENCE FROM SOFTWARE DEVELOPMENT OUTSOURCING,Relational governance; relational flexibility; formal contracts; software development; outsourcing; exchange hazards; regression analysis; quality; profitability,2012,MIS QUARTERLY,21
152,ENACTING CLAN CONTROL IN COMPLEX IT PROJECTS: A SOCIAL CAPITAL PERSPECTIVE,Behavioral control theory; clan control; formal control; project management; project control; IT projects; social capital; enterprise systems,2012,MIS QUARTERLY,31
153,IS EMPLOYEE ATTITUDES AND PERCEPTIONS AT VARYING LEVELS OF SOFTWARE PROCESS MATURITY,Software process improvement; CMM; job satisfaction; role conflict; role ambiguity; work overload; cynicism; professional efficacy; control theory; IS professionals,2012,MIS QUARTERLY,8
154,"ABSORPTIVE CAPACITY AND INFORMATION SYSTEMS RESEARCH: REVIEW, SYNTHESIS, AND DIRECTIONS FOR FUTURE RESEARCH",Absorptive capacity; information systems; IT capability; knowledge; organizational learning,2012,MIS QUARTERLY,43
155,CARROTS AND RAINBOWS: MOTIVATION AND SOCIAL PRACTICE IN OPEN SOURCE SOFTWARE DEVELOPMENT,Free software; incentives; MacIntyre; motivation; open source software; innovation; social practice,2012,MIS QUARTERLY,55
156,Two Rule-Based Natural Language Strategies for Requirements Discovery and Classification in Open Source Software Development Projects,natural language processing; open source; requirements classification; requirements discovery; software requirements,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7
157,Supporting Agile Organizations with a Decision Guidance Query Language,agile organizations; decision guidance; decision support; optimization,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3
158,"Understanding Technology Support for Organizational Transactive Memory: Requirements, Application, and Customization",expertise location; meta-memory; social media; transactive memory,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,5
159,Theory-Informed Design and Evaluation of an Advanced Search and Knowledge Mapping System in Nanotechnology,cognitive fit; cognitive load; information system evaluation; knowledge mapping; searching; visualization,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3
160,Facilitation Roles and Responsibilities for Sustained Collaboration Support in Organizations,collaboration engineering; collaboration support; facilitation; group support systems; group work,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,12
161,Going Concerns: The Governance of Interorganizational Coordination Hubs,case study; coordination hubs; corporate governance; interorganizational relationships; IT investment; IT standards; trust,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8
162,Effect of Information Feedback on the Outcomes and Dynamics of Multisourcing Multiattribute Procurement Auctions,bidder behavior; experimental economics; information feedback; multiattribute auction; procurement,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9
163,Leveraging Information Technology Infrastructure to Facilitate a Firm's Customer Agility and Competitive Activity: An Empirical Investigation,alignment; competitive dynamics; customer agility; dynamic capability; IT infrastructure; IT value; open innovation,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,31
164,Methodology Mashups: An Exploration of Processes Used to Maintain Software,grounded theory; maintenance methodology; software development; software maintenance; software process,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,4
165,Patch Release Behaviors of Software Vendors in Response to Vulnerabilities: An Empirical Analysis,patch quality; patch release time; patch types; software vendor types; software vulnerability characteristics; survival analysis,2012,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,3
166,Moving Beyond the Single Site Implementation Study: How (and Why) We Should Study the Biography of Packaged Enterprise Solutions,implementation; biography; ethnography; enterprise resource planning; sociology; actor network theory,2012,INFORMATION SYSTEMS RESEARCH,11
167,Social Networks and the Diffusion of User-Generated Content: Evidence from YouTube,diffusion; user-generated content; YouTube; social networks; reflection problem,2012,INFORMATION SYSTEMS RESEARCH,47
168,Information Technology and Intangible Output: The Impact of IT Investment on Innovation Productivity,information technology; productivity; knowledge production function; innovation; patents; research and development; IT business value; breakthrough innovation,2012,INFORMATION SYSTEMS RESEARCH,36
169,Competitive Behavior-Based Price Discrimination for Software Upgrades,behavior-based pricing; software upgrades; competitive strategy; switching costs; forward-looking customers,2012,INFORMATION SYSTEMS RESEARCH,2
170,Effects of Information Revelation Policies Under Cost Uncertainty,information revelation; electronic markets; economics of information systems; perfect Bayesian Nash equilibrium; auctions,2012,INFORMATION SYSTEMS RESEARCH,8
171,"Switching Costs, Network Effects, and Competition in the European Mobile Telecommunications Industry",network effects; switching costs; mobile telecommunications industry; competition,2012,INFORMATION SYSTEMS RESEARCH,9
172,Modeling Spatial and Temporal Set-Based Constraints During Conceptual Database Design,data modeling; conceptual design; spatiotemporal cardinality constraints; data management spatiotemporal databases; design science research,2012,INFORMATION SYSTEMS RESEARCH,3
173,IT Outsourcing Contracts and Performance Measurement,IT outsourcing; multitask; contract theory; performance measurement,2012,INFORMATION SYSTEMS RESEARCH,12
174,How Peripheral Developers Contribute to Open-Source Software Development,open source; diffusion; quality; new product development; adoption; software development; peripheral developers,2012,INFORMATION SYSTEMS RESEARCH,15
175,Online and Offline Demand and Price Elasticities: Evidence from the Air Travel Industry,air travel industry; economics of information systems; electronic markets; market transparency; mechanism design; multichannel strategy; price elasticity; online travel agencies; self-selection,2012,INFORMATION SYSTEMS RESEARCH,14
176,The Impact of External Word-of-Mouth Sources on Retailer Sales of High-Involvement Products,user generated content; word-of-mouth; consumer information search; product involvement; electronic commerce; digital cameras; Amazon,2012,INFORMATION SYSTEMS RESEARCH,44
177,Online Users' Switching Costs: Their Nature and Formation,switching costs; online consumer behavior; survey data; partial least squares; structural equation modeling,2012,INFORMATION SYSTEMS RESEARCH,15
178,A Multilevel Analysis of the Effect of Group Appropriation on Collaborative Technologies Use and Performance,IT diffusion and adoption; IT use; questionnaire surveys; adaptive structuration theory; collaborative technologies; consensus of appropriation; faithfulness of appropriation; social comparison theory; multilevel analysis; hierarchical linear model,2012,INFORMATION SYSTEMS RESEARCH,6
179,The Halo Effect in Multicomponent Ratings and Its Implications for Recommender Systems: The Case of Yahoo! Movies,collaborative filtering; multicomponent rating; halo effect; Bayesian network; mixture model; expectation maximization; recommender system,2012,INFORMATION SYSTEMS RESEARCH,8
